606848,1.9768910954777374
43432956,1.7183234055660317
37404646,1.561180019985396
148363,1.531189053212204
308,1.523973241896932
783,1.5205983727677175
39235,1.5113438223085562
30680,1.506487061855029
3434750,1.5042432651671351
48518,1.5032093881505733
5843419,1.475564533072746
25458,1.4651925575346503
854,1.433614708798739
14532,1.4318560075868727
11887,1.422942493084949
32927,1.4195131540605397
8034453,1.414325748041313
1686,1.4005429901986137
25507,1.3695924013144563
61371,1.3682656561066355
5211,1.356570666513184
18836,1.3536872741048784
70643,1.348518918661872
42012,1.3465205034412897
18831,1.3424328897247526
4764461,1.339524913945345
1679,1.3339213301593653
69603,1.330240248336911
5646,1.3260682978059184
16972981,1.3250328629194859
24517,1.3231307355301225
2462183,1.3151866771413725
1245850,1.2986887701503862
25876,1.297154328560286
23535646,1.294097989839732
26667,1.2937903901418772
23836,1.2912959497833332
1633,1.2891842322243965
9239,1.2878566200792343
26779,1.2874901347980598
1661,1.286073501654118
200530,1.2857019393902946
23787,1.2823499389318755
66796,1.2812819449225612
1245851,1.278324493718709
145162,1.277665732326949
2190669,1.2764545835569134
11867,1.2749677983614955
36807024,1.2737202643179077
7106961,1.2737202643179077
4487325,1.2737202643179077
13261274,1.2737202643179077
13180183,1.2737202643179077
14953663,1.2737202643179077
4689264,1.2716307196474057
8087628,1.2681721172084555
66540,1.2680785327364255
5218,1.2640995903313872
13633,1.2611796051700543
160210,1.2598724175109586
31717,1.2505787991356612
19344515,1.2486517313694125
1674075,1.247882296153307
52121,1.2470325822573347
12108,1.2406086626698751
11125639,1.238464624864355
73199,1.238246885982267
2055360,1.233119209561293
1028265,1.232058559799336
25391,1.2301668678865298
25532,1.2280455240514194
416255,1.227755488603804
25814008,1.2259211581083214
1601,1.2256183883072689
5593,1.2243560962551492
3850,1.2232044100097181
25877,1.2209932079216306
23835,1.2209932079216306
645042,1.220993151948473
27698,1.2193475138150622
21649499,1.2156672426290773
36900,1.2146987963400373
1676,1.2142076453132085
4003144,1.214097817336528
23276,1.2134562925829147
3896807,1.2106148469653473
74252,1.2097212622882778
1660,1.2097212622882778
1684,1.2097212622882778
5485503,1.2068330402794456
160197,1.2061518416952106
58533,1.205382080156874
1028268,1.2034175224562051
1028264,1.2034175224562051
1632600,1.2034175224562051
28988960,1.2034175224562051
24319820,1.2034175224562051
6398021,1.2034175224562051
6627913,1.2034175224562051
15506017,1.2034175224562051
20753721,1.2034175224562051
39326169,1.2034175224562051
11139954,1.2034175224562051
825146,1.2034175224562051
28254,1.2034175224562051
21724090,1.2034175224562051
6764346,1.2034175224562051
25983,1.2034175224562051
55618963,1.2034175224562051
55866,1.2021215567453767
58090661,1.2002458052334302
1659,1.2000682298864438
48726197,1.1995828274455667
1143,1.1955282777100602
1273,1.193931661747913
22948,1.1906222089669332
18426568,1.1901126918089715
1418949,1.1883073787531306
18967,1.188113680375644
14653,1.1859594114464098
42056,1.1856605119562476
9251,1.1839045785517304
14533,1.1830141778108973
18994087,1.1829757900243654
5254,1.1828057388244084
20646438,1.1827793250886312
15624,1.1826212153596276
803,1.1798222109158483
14421,1.178705198923979
11884,1.1780466376462742
5042916,1.177581643325381
3080,1.176531376677815
26769,1.175731980588339
602676,1.1750263594321915
22667,1.1744032179295427
23416994,1.1737531355726918
9508,1.1730971438831457
23340,1.1729365653902997
16043,1.17149531528076
13554,1.1710103180696654
38493,1.1695916289563948
312367,1.1679177987358236
8486264,1.1675396171712562
74249,1.1675396171712562
12301377,1.1675396171712562
1683,1.1675396171712562
3424459,1.1673482754739384
18973446,1.1668335025044627
19344654,1.1665260172167329
584662,1.166484438943328
26964606,1.1664489083700338
3764,1.166265665427546
37780,1.1660222170530035
2030,1.165675409619573
1893,1.1648069339347602
4443,1.1647068012785966
172244,1.1642757067779743
30927438,1.1640250229351452
8569916,1.1639228293403154
10186,1.1632554908140125
3797,1.163239622600621
9476,1.1629924720521243
246164,1.1612358773391833
9299409,1.1612358773391833
5219389,1.1612358773391833
3424429,1.1612358773391833
62889,1.1612358773391833
1167242,1.1612358773391833
1596427,1.1612358773391833
14579,1.159341025818634
18902,1.1591706787183773
5407,1.1590499321827614
23915,1.1589617047803735
5314,1.1588703438375645
13692155,1.1582757085523465
13574,1.1570906218921264
26741,1.1555937528960767
26825,1.155004820865925
6682,1.1545644240642965
16300,1.1542761744967645
1657,1.154264834087744
180283,1.1539025760322945
22278,1.153843693901926
803136,1.1533913428859686
36857,1.1533224615022122
